Knock-out Genes,Method Names,Fraggle Scores,The Most Similar Inhibitors,Result Mols
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.89,S(=O)(=O)(N1C(OCCC1)CNC(=O)C(=O)NCCCN2CCOCC2)C=3C(F)=CC=C(F)C3,OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F
SMAD3,Cosine Search,0.89,S(=O)(=O)(N1C(OCCC1)CNC(=O)C(=O)NCCCN2CCOCC2)C=3C(F)=CC=C(F)C3,OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Cosine Search,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2
SMAD3,Cosine Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.88,O=C(NCCC=1NC=2C(N1)=CC=CC2)C,CNC(=O)CCc1cc2ccccc2[nH]1
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Euclidean Search,0.34,O=C(NC1=NC(=CC(=C1)C)C)C(C2=CC=CC=C2)C3=CC=CC=C3,Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2
SMAD3,Euclidean Search,0.43,S1C(NC(=O)CSC=2N(N)C(=O)C(=NN2)C)=NN=C1SCC,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
SMAD3,Pre-trained hierVAE Generate,0.4,O1C2=C(C(=O)N(C[C@@H]([C@H]1CN(C)C)C)[C@@H](CO)C)C=CC=C2NC(=O)C=3C=CN=CC3,CC1CN(C(C)CO)C(=O)c2cccc(N(C)C)c2OC1CN(C)Cc1ccc(C(=O)O)cc1
SMAD3,Pre-trained hierVAE Generate,0.22,O1[C@@H]2[C@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@H](O[C@@H]2CO)CC(=O)NCC5=CC=C(OC)C=C5,COc1ccc(CC(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCc4ccccc4)OC(CO)C2O3)cc1
SMAD3,Pre-trained hierVAE Generate,0.48,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,CC1CCCCOC(CN(C)CC2CC2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccccc3F)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.44,O(C=1C(C(=O)C2=CN(C(=O)C(=C2)C#N)CCCOC)=CC(OC)=CC1)CC(=O)N3C(CCCC3)C,COC1CCC2CCOc3c(C#N)cccc3C(=O)N(C)CC(C)C(=O)N(C)CC1O2
SMAD3,Pre-trained hierVAE Generate,0.45,OC1=NC=2C(C=3N(C(=CC31)C(=O)NCCN(CCCC)CC)C)=CC=CC2,CCCCCC(=O)N1C2Cn3c(ccc(-c4cncnc4)c3=O)C1C(CO)C2C(=O)NC(C)c1ccccc1
SMAD3,Pre-trained hierVAE Generate,0.55,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CCCNC(=O)CC1CCC2C(COc3ccc(NC(=O)c4ccc(C(F)(F)F)cc4)cc3C(=O)N2C)O1
SMAD3,Pre-trained hierVAE Generate,0.68,S(=O)(=O)(N(C[C@H]1OC2=C(C(=O)N(C[C@@H]1C)[C@@H](CO)C)C=CC=C2N(C)C)C)C3=CC=CC=C3,CC1CN(C(C)CO)C(=O)Cc2cc(N(C)C)ccc2OC1CN(C)S(=O)(=O)c1ccc(C#N)cc1
SMAD3,Pre-trained hierVAE Generate,0.68,O1C2=C(C(=O)N(C[C@@H]([C@@H]1CN(CC3CCCCC3)C)C)[C@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C2,CC1CCCCOC(CN(C)CC2CC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.49,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.24,S(=O)(=O)(NC1=CC=2C(=O)N(C[C@@H]([C@@H](OCCCC[C@H](OC2C=C1)C)CN(S(=O)(=O)C3=CC=CC=C3)C)C)[C@@H](CO)C)C4=CC=C(F)C=C4,CC1CCCCOC(CN(C)Cc2ccc(F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2O1
SMAD3,Pre-trained hierVAE Generate,0.59,FC(F)(F)C1=CC=C(CN(C[C@H]2OC3=C(C(=O)N(C[C@H]2C)[C@@H](CO)C)C=C(NC(=O)C4CCCCC4)C=C3)C)C=C1,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
SMAD3,Pre-trained hierVAE Generate,0.4,FC(F)(F)C1=CC=C(NC(=O)NC2=CC3=C(O[C@@H]([C@H](CN(C3=O)[C@@H](CO)C)C)CN(C(=O)NC(C)C)C)C=C2)C=C1,CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)O2
SMAD3,Pre-trained hierVAE Generate,0.39,ClC1=CC=C(S(=O)(=O)N(C[C@@H]2OC=3C(CC(=O)N(C[C@@H]2C)[C@H](CO)C)=CC(NC(=O)CCC(F)(F)F)=CC3)C)C=C1,CC1CN(C(C)CO)C(=O)Cc2cc(NC(=O)CCC(F)(F)F)ccc2OC1CN(C)S(=O)(=O)c1ccc(C(F)(F)F)cc1
SMAD3,Pre-trained hierVAE Generate,0.52,FC(F)(F)CCC(=O)NC=1C=C2C(O[C@@H]([C@@H](CN(C(=O)C2)[C@@H](CO)C)C)CN(C(=O)NC=3C=CC=CC3)C)=CC1,CCCNC(=O)N1CC(C)C(OC)CN(C)C(=O)c2cc(NC(=O)c3ccc(F)cc3)ccc2OCC1C
SMAD3,Pre-trained hierVAE Generate,0.43,O1C2=C(C(=O)N(C[C@@H]([C@H]1CN(C)C)C)[C@@H](CO)C)C=CC=C2NC(=O)C=3C=CN=CC3,COc1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc2ccc(C(C)C)cc2)O3)cc1
SMAD3,Pre-trained hierVAE Generate,0.52,O1[C@H]2[C@@H](C3=C1C=CC(NC(=O)C4CCC4)=C3)C[C@@H](O[C@H]2CO)CC(=O)NC5CCCCC5,CCNCCCNC(=O)CC1CC2c3cc(NC(=O)C4CCOCC4)ccc3OC2C(CO)O1
