Knock-out Genes,Method Names,MACCS Scores,The Most Similar Inhibitors,Result Mols
AURKB,Pre-trained hierVAE Generate,0.19,O=C(N1CCNCC1)C2=C(O)C=C(NC(=O)CC)C=C2,CC1CCCCOC(CN(C)C(=O)C2CC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccccc3)ccc2O1
AURKB,Pre-trained hierVAE Generate,0.33,C1(C(=C(C(C2=CC=CC=C12)=O)N3C(O)=CC=C3O)Cl)=O,CNC(=O)C1C(CO)C2Cn3c(ccc(-c4ccccc4F)c3=O)C2N1C(=O)c1ccccc1
AURKB,Pre-trained hierVAE Generate,0.38,O=C(N1CCNCC1)C2=C(O)C=C(NC(=O)CC)C=C2,CC1CCCCOC(CN(C)Cc2ccncc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
AURKB,Pre-trained hierVAE Generate,0.35,C=1(C(C)=C2C(=CC1O)OC3=C(C(=CC(=C3)O)O)C2=O)O,COc1cc(OC)c2c(=O)cc(-c3cccc(-c4ccccc4OC)c3)oc2c1
AURKB,Pre-trained hierVAE Generate,0.36,O=C(N1CCNCC1)C2=C(O)C=C(NC(=O)CC)C=C2,CC1CCCCOC(CN(C)CC2CC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O1
AURKB,Pre-trained hierVAE Generate,0.53,N=1C2=CC(=CC=C2N3C=CC=C3C1O)CN4CCCC4=O,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)CC1CCCCC1
AURKB,Pre-trained hierVAE Generate,0.1,O=C(N1CCNCC1)C2=C(O)C=C(NC(=O)CC)C=C2,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1
AURKB,Pre-trained hierVAE Generate,0.5,O=C(N1CCNCC1)C2=C(O)C=C(NC(=O)CC)C=C2,CC(NC(=O)CC1CCC(NC(=O)CCN2CCCCC2)C(CO)O1)c1ccccc1
AURKB,Pre-trained hierVAE Generate,0.4,O=C(N1CCNCC1)C2=C(O)C=C(NC(=O)CC)C=C2,CN(C)c1ccc(C(=O)Nc2ccccc2C(F)(F)F)c(C(=O)NCCN2CCOCC2)c1
AURKB,Pre-trained hierVAE Generate,0.31,O=C(N1CCNCC1)C2=C(O)C=C(NC(=O)CC)C=C2,CCCCCCCCCCCCCCCCCC(=O)Nc1ccc(C(=O)Nc2ccccc2C(=O)NCCCN2CCOCC2)cc1
AURKB,Pre-trained hierVAE Generate,0.61,O=C(N1CCNCC1)C2=C(O)C=C(NC(=O)CC)C=C2,CCCNC(=O)NC1CCC(CC(=O)NCc2ccccn2)OC1CO
AURKB,Pre-trained hierVAE Generate,0.43,C=1(OC=2C3=C(C=CC=C3)C=CC2C(C1)=O)N4CCOCC4,CCCC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1cccnc1)C(C)CO2
AURKB,Pre-trained hierVAE Generate,0.45,O=C(N1CCNCC1)C2=C(O)C=C(NC(=O)CC)C=C2,CCCNC(=O)CC1CC2c3cc(NC(=O)C4CCOCC4)ccc3OC2C(CO)O1
AURKB,Pre-trained hierVAE Generate,0.48,C=1C(=C(C(C2=CC=CC=C2)=NC1NC(C)=O)C#N)N,Cc1ccc(Nc2ncnc3ccc(-c4ccc(F)cc4)cc23)c(C(=O)Nc2ccc(Cl)cc2Cl)c1
AURKB,Pre-trained hierVAE Generate,0.33,O=C1NCCC=2C3=C(NC21)C=CC(=C3)C(OCC)=O,COC(=O)CC1CC2c3cc(NC(=O)C4CCCCC4)ccc3OC2C(CO)O1
AURKB,Pre-trained hierVAE Generate,0.46,O=C(N1CCNCC1)C2=C(O)C=C(NC(=O)CC)C=C2,CC1CCCCOC(CN(C)Cc2ccncc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
AURKB,Pre-trained hierVAE Generate,0.69,O=C(N1CCNCC1)C2=C(O)C=C(NC(=O)CC)C=C2,CC(NC(=O)CC1CCC(NC(=O)CCN2CCCCC2)C(CO)O1)c1ccccc1
AURKB,Ours,0.86,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,COc1cccc(CNC(=O)CC2CCC(NC(=O)CN3CCOCC3)C(CO)O2)c1
AURKB,Ours,0.86,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,COc1cccc(CNC(=O)CC2CCC(NC(=O)CN3CCOCC3)C(CO)O2)c1
AURKB,Ours,0.86,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,COc1cccc(CNC(=O)CC2CCC(NC(=O)CN3CCOCC3)C(CO)O2)c1
AURKB,Ours,0.86,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,COc1cccc(CNC(=O)CC2CCC(NC(=O)CN3CCOCC3)C(CO)O2)c1
AURKB,Ours,0.86,O=C(O)C=1NC=2C(C1CCCOC=3C=4C(C=CC3)=CC=CC4)=CC=CC2C=5C(=CC(=CC5)C(=O)NCCOCCOCCN)C,CCCNCCCC(O)(c1ccc(O)cc1)c1ccc(O)c(O)c1
AURKB,Ours,0.86,FC1=CC=2/C(/C(=O)NC2C=C1)=C/C=3NC(=C(C3C)C(=O)NC[C@H](O)CN4CCOCC4)C,CC1CN(C(C)CO)C(=O)c2ccccc2-c2ccccc2COC1CN(C)C(=O)CCC(F)(F)F
AURKB,Ours,0.86,C=1(C(N(C)C(=C(C1)C=2C=CC(OC(F)(F)F)=CC2)COC(C=3N(C=NC3)C)C=4C=CC(C#N)=CC4)=O)C#N,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1
AURKB,Ours,0.83,CC1(C)N2C3=C(C=C2C(=O)NC1)C=CC(C(NC=4N=C(N(C4)C)C(NC5CCCC5)=O)=O)=C3,CC(C)(C)c1ccc(C(=O)NC2CN(Cc3ccccc3)CC2C(=O)NCc2ccccc2)cc1
AURKB,Ours,0.83,CC1(C)N2C3=C(C=C2C(=O)NC1)C=CC(C(NC=4N=C(N(C4)C)C(NC5CCCC5)=O)=O)=C3,CC(C)(C)c1ccc(C(=O)NC2CN(Cc3ccccc3)CC2C(=O)NCc2ccccc2)cc1
AURKB,Ours,0.83,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,CC1CCCCOC(CN(C)Cc2cccc(C(F)(F)F)c2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2O1
AURKB,Ours,0.83,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,CC1CCCCOC(CN(C)Cc2cccc(C(F)(F)F)c2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2O1
AURKB,Ours,0.83,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,CC1CCCCOC(CN(C)Cc2cccc(C(F)(F)F)c2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2O1
AURKB,Ours,0.83,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,CC1CCCCOC(CN(C)Cc2cccc(C(F)(F)F)c2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2O1
AURKB,Ours,0.83,C1CCOC=2N=C(NC(NC=3C=C(C(=CC3OCC1)CCCO)Cl)=O)C=NC2C#N,CC(C)NC(=O)NC1CCC(CCNC(=O)C2CCCCC2)OC1CO
AURKB,Ours,0.83,C1=NC(=NC(=C1)NC2=CC=CC=C2Cl)NC3=CC=C(C=C3)C(=O)NCCN4CCOCC4,NC1COCC2OC(CC(=O)NCCc3ccncc3)CCC2N(C(=O)Nc2ccc(Cl)cc2)C1
AURKB,Ours,0.83,C1=NC(=NC(=C1)NC2=CC=CC=C2Cl)NC3=CC=C(C=C3)C(=O)NCCN4CCOCC4,NC1COCC2OC(CC(=O)NCCc3ccncc3)CCC2N(C(=O)Nc2ccc(Cl)cc2)C1
AURKB,Ours,0.82,S(NC=1C=C2/C(/C(=O)NC2=CC1)=C/C3=C(C=4C(=O)CCCC4N3)CCC(N5CCOCC5)=O)(=O)(=O)C=6C=CC=CC6,COc1ccc(S(=O)(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCN4CCCCC4)OC(CO)C2O3)cc1
AURKB,Ours,0.82,S(NC=1C=C2/C(/C(=O)NC2=CC1)=C/C3=C(C=4C(=O)CCCC4N3)CCC(N5CCOCC5)=O)(=O)(=O)C=6C=CC=CC6,COc1ccc(S(=O)(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCN4CCCCC4)OC(CO)C2O3)cc1
AURKB,Ours,0.82,S(NC=1C=C2/C(/C(=O)NC2=CC1)=C/C3=C(C=4C(=O)CCCC4N3)CCC(N5CCOCC5)=O)(=O)(=O)C=6C=CC=CC6,COc1ccc(S(=O)(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCN4CCCCC4)OC(CO)C2O3)cc1
AURKB,Ours,0.82,S(NC=1C=C2/C(/C(=O)NC2=CC1)=C/C3=C(C=4C(=O)CCCC4N3)CCC(N5CCOCC5)=O)(=O)(=O)C=6C=CC=CC6,COC1CN(C)C(=O)c2cc(NS(=O)(=O)c3cccc(C)c3)ccc2OCC(C)NCC1C
AURKB,Ours,0.82,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC1CCCCOC(CN(C)Cc2cccc(C(F)(F)F)c2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O1
AURKB,Ours,0.82,N(C(=O)NC=1C=CC=CC1)C=2C=CC(=CC2)CCNC3=C4C(=NC=N3)OC(=C4)C=5C=CC(=CC5)OCCN6CCC(CC6)O,CC(C)NC(=O)Nc1ccc2c(c1)C1CC(CC(=O)N3CCc4ccccc4C3)OC(CO)C1O2
AURKB,Ours,0.82,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,CC1CN(C(C)CO)S(=O)(=O)c2ccc(-c3cccc(C(=O)N(C)C)c3)cc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
AURKB,Ours,0.82,C1=NC(=NC(=C1)NC2=CC=CC=C2)NC3=CC=C(C=C3)C(O)=O,Cc1ccc(Nc2ncnc3ccc(C(=O)O)cc23)cc1
AURKB,Ours,0.82,C1=NC(=NC(=C1)NC2=CC=CC=C2)NC3=CC=C(C=C3)C(O)=O,Cc1ccc(Nc2ncnc3ccc(C(=O)O)cc23)cc1
AURKB,Ours,0.82,C1=NC(=NC(=C1)NC2=CC=CC=C2)NC3=CC=C(C=C3)C(O)=O,Cc1ccc(Nc2ncnc3ccc(C(=O)O)cc23)cc1
AURKB,Ours,0.82,C1=NC(=NC(=C1)NC2=CC=CC=C2)NC3=CC=C(C=C3)C(O)=O,Cc1ccc(Nc2ncnc3ccc(C(=O)O)cc23)cc1
AURKB,Ours,0.82,C1=NC(=NC(=C1)NC2=CC=CC=C2)NC3=CC=C(C=C3)C(O)=O,Cc1ccc(Nc2ncnc3ccc(C(=O)O)cc23)cc1
AURKB,Ours,0.82,C1=NC(=NC(=C1)NC2=CC=CC=C2)NC3=CC=C(C=C3)C(O)=O,Cc1ccc(Nc2ncnc3ccc(C(=O)O)cc23)cc1
AURKB,Ours,0.82,C1=NC(=NC(=C1)NC2=CC=CC=C2)NC3=CC=C(C=C3)C(O)=O,Cc1ccc(Nc2ncnc3ccc(C(=O)O)cc23)cc1
AURKB,Ours,0.82,C1=NC(=NC(=C1)NC2=CC=CC=C2)NC3=CC=C(C=C3)C(O)=O,Cc1ccc(Nc2ncnc3ccc(C(=O)O)cc23)cc1
AURKB,Ours,0.81,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,COc1ccccc1CNC(=O)CC1CCC2C(COCC(O)CN2Cc2ccc(F)cc2)O1
AURKB,Ours,0.81,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,COc1ccccc1CNC(=O)CC1CCC2C(COCC(O)CN2Cc2ccc(F)cc2)O1
AURKB,Ours,0.81,O1C(=NC=2C1=CC=CC2)NC3=CC=C(C=4C=5C(=C(O)NC5)C=C(OCCCN(C)C)C4)C=C3,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)CC1CC1)OCCCCC(C)O2
AURKB,Ours,0.81,COC1=CC=C2N=CN=C(NC3=CC=C(OCC4=CC=CC=C4)C=C3)C2=C1,COc1ccc(CNc2ncnc3ccc(C#N)cc23)cc1OC
AURKB,Ours,0.81,COC1=CC=C2N=CN=C(NC3=CC=C(OCC4=CC=CC=C4)C=C3)C2=C1,COc1ccc(CNc2ncnc3ccc(C#N)cc23)cc1OC
AURKB,Ours,0.81,COC1=CC=C2N=CN=C(NC3=CC=C(OCC4=CC=CC=C4)C=C3)C2=C1,COc1ccc(CNc2ncnc3ccc(C#N)cc23)cc1OC
AURKB,Ours,0.81,COC1=CC=C2N=CN=C(NC3=CC=C(OCC4=CC=CC=C4)C=C3)C2=C1,COc1ccc(CNc2ncnc3ccc(C#N)cc23)cc1OC
AURKB,Ours,0.8,S(NC=1C=C2/C(/C(=O)NC2=CC1)=C/C3=C(C=4C(=O)CCCC4N3)CCC(N5CCOCC5)=O)(=O)(=O)C=6C=CC=CC6,CCCNC(=O)CC1CC2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3OC2C(CO)O1
AURKB,Ours,0.8,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O1
AURKB,Ours,0.8,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1ccccn1)C(C)CO2
AURKB,Ours,0.8,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1ccccn1)C(C)CO2
AURKB,Ours,0.8,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1ccccn1)C(C)CO2
AURKB,Ours,0.8,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1ccccn1)C(C)CO2
AURKB,Ours,0.8,O1CCN(CC1)CCCOC2=C(OC)C=C3C(N=CN=C3NC=4C=CC(NC(=O)C5=CC=CC=C5)=CC4)=C2,CC1CCCCOC(CN(C)Cc2cccnc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3cccnc3)ccc2O1
AURKB,Ours,0.8,O1CCN(CC1)CCCOC2=C(OC)C=C3C(N=CN=C3NC=4C=CC(NC(=O)C5=CC=CC=C5)=CC4)=C2,CC1CCCCOC(CN(C)Cc2cccnc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3cccnc3)ccc2O1
AURKB,Ours,0.8,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,CC1CN(C(C)CO)S(=O)(=O)c2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
AURKB,Ours,0.8,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,CC(NC(=O)Nc1ccc2c(c1)CC(=O)N(C(C)CO)CC(C)C(CN(C)S(=O)(=O)c1ccc(F)cc1)O2)c1ccccc1
AURKB,Ours,0.8,C1=CC(=CC=2NC(=NC21)C3=C(NC(=O)NC4CCOCC4)C=NN3)CN5CCOCC5,CC(C)NC(=O)NC1CCC(CCn2cc(-c3cccc(-c4ccccc4)c3)nn2)OC1CO
AURKB,Ours,0.79,S(NC=1C=C2/C(/C(=O)NC2=CC1)=C/C3=C(C=4C(=O)CCCC4N3)CCC(N5CCOCC5)=O)(=O)(=O)C=6C=CC=CC6,CCCNC(=O)CC1CC2c3cc(NS(=O)(=O)c4ccccc4F)ccc3OC2C(CO)O1
AURKB,Ours,0.79,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC1CCCCOC(CN(C)Cc2ccccn2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
AURKB,Ours,0.79,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC1CCCCOC(CN(C)Cc2ccccn2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
AURKB,Ours,0.79,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC1CCCCOC(CN(C)Cc2ccccn2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
AURKB,Ours,0.79,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC1CCCCOC(CN(C)Cc2ccccn2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
AURKB,Ours,0.79,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC1CCCCOC(CN(C)Cc2ccccn2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
AURKB,Ours,0.79,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC1CCCCOC(CN(C)Cc2cccc(C(F)(F)F)c2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O1
AURKB,Ours,0.79,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC1CCCCOC(CN(C)Cc2cccc(C(F)(F)F)c2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O1
AURKB,Ours,0.79,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC(C)(C)NCc1ccc(OC2CCNC2C(=O)Nc2ccc(C(=O)Nc3ccccc3C(=O)NCCCN3CCOCC3)cc2)cc1
AURKB,Ours,0.79,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC(C)(C)NCc1ccc(OC2CCNC2C(=O)Nc2ccc(C(=O)Nc3ccccc3C(=O)NCCCN3CCOCC3)cc2)cc1
AURKB,Ours,0.79,O=C1NC=2C(C1=CC=3C=4C(NC3)=CC=C(OC)C4)=CC=CC2,CCC=CC=C1C(=O)Nc2ccc(OC)cc21
AURKB,Ours,0.79,O=C1NC=2C(C1=CC=3C=4C(NC3)=CC=C(OC)C4)=CC=CC2,CCC=CC=C1C(=O)Nc2ccc(OC)cc21
AURKB,Ours,0.79,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,CCCCCC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1cccnc1)C(C)CO2
AURKB,Ours,0.79,O1CCN(CC1)CCCOC2=C(OC)C=C3C(N=CN=C3NC=4C=CC(NC(=O)C5=CC=CC=C5)=CC4)=C2,COc1ccccc1NC(=O)Nc1ccc2c(c1)C(=O)N(C)C1CCC(CC(=O)NCCc3ccccc3)OC1CO2
AURKB,Ours,0.79,O1CCN(CC1)CCCOC2=C(OC)C=C3C(N=CN=C3NC=4C=CC(NC(=O)C5=CC=CC=C5)=CC4)=C2,CC1CCCCOC(CN(C)Cc2ccncc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
AURKB,Ours,0.79,O1CCN(CC1)CCCOC2=C(OC)C=C3C(N=CN=C3NC=4C=CC(NC(=O)C5=CC=CC=C5)=CC4)=C2,CC1CCCCOC(CN(C)Cc2ccncc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
AURKB,Ours,0.79,N1(CCCOC2=CC3=NC=CC(=C3C=C2OC)OC4=CC=C(C=C4F)NC(C5(C(N=C6CC=C(CC6)F)=O)CC5)=O)CCOCC1,CC1CCCCOC(CN(C)C(=O)CCC(F)(F)F)C(C)CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2O1
AURKB,Ours,0.79,FC1=CC=2/C(/C(=O)NC2C=C1)=C/C=3NC(=C(C3C)C(=O)NC[C@H](O)CN4CCOCC4)C,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
AURKB,Ours,0.79,FC1=CC=2/C(/C(=O)NC2C=C1)=C/C=3NC(=C(C3C)C(=O)NC[C@H](O)CN4CCOCC4)C,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2OC1CN(C)C(=O)c1ccc2c(c1)OCO2
AURKB,Ours,0.79,CCN1C(=NC=2C=NC(OC=3C=CC=C(NC(=O)C=4C=CC(OCCN5CCOCC5)=CC4)C3)=CC12)C6=NON=C6N,Cc1cc(C(=O)Nc2ccc3c(c2)C(=O)N(C)C2CCC(CC(=O)NC4CCN(Cc5ccccc5)C4)OC2CO3)no1
AURKB,Ours,0.79,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,Cc1cccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C(=O)N(C(C)CO)CC2C)c1
AURKB,Ours,0.79,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,Cc1cccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C(=O)N(C(C)CO)CC2C)c1
AURKB,Ours,0.79,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,Cc1cccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C(=O)N(C(C)CO)CC2C)c1
AURKB,Ours,0.79,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,COC1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2OCC(C)N(CCC(F)(F)F)CC1C
AURKB,Ours,0.79,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,COC1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2OCC(C)N(CCC(F)(F)F)CC1C
AURKB,Ours,0.79,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,COC1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2OCC(C)N(CCC(F)(F)F)CC1C
AURKB,Ours,0.79,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#CCN(C)C)cc2OC1CN(C)C(=O)Nc1ccc(F)cc1
